grupo,candidato,desviacion_publicada_pct,puntuacion_final,parametro,tipo,dura,valor_pedido,valor_candidata,desviacion_parametro_pct,cercania_o_coincidencia,contribucion_a_bruto
SYN-0052,SYN-0092,44.29,0.6458497315185373,normativa_marcado,categorico,False,PED_2014_68_UE,PED_2014_68_UE,,1.0,0.0714
SYN-0052,SYN-0092,44.29,0.6458497315185373,temperatura_entrada_aire,numerico,False,40.0,19.5,51.25,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,tipo_equipo,categorico,True,aerocondensador_vapor,aerocondensador_vapor,,,
SYN-0052,SYN-0090,44.27,0.4482005762511514,fluido_lado_tubo,categorico,True,vapor_de_agua,vapor_de_agua,,,
SYN-0052,SYN-0090,44.27,0.4482005762511514,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0052,SYN-0090,44.27,0.4482005762511514,presion_diseno,numerico,True,3.59,2.0005884083553984,44.27,0.2053,0.0093
SYN-0052,SYN-0090,44.27,0.4482005762511514,temperatura_diseno,numerico,True,136.7,108.8,20.41,0.1836,0.0083
SYN-0052,SYN-0090,44.27,0.4482005762511514,material_tubos,categorico,True,G4_inox_austenitico_con_Mo,G4_inox_austenitico_con_Mo,,,
SYN-0052,SYN-0090,44.27,0.4482005762511514,material_aletas,categorico,True,GA1_aluminio,GA1_aluminio,,,
SYN-0052,SYN-0090,44.27,0.4482005762511514,codigo_diseno,categorico,True,AD_Merkblaetter_AD2000,AD_Merkblaetter_AD2000,,,
SYN-0052,SYN-0090,44.27,0.4482005762511514,potencia_termica,numerico,False,3078.7151162790697,17126.7,456.29,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,caudal_lado_tubo,numerico,False,12509.0,68795.0,449.96,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,temperatura_entrada_lado_tubo,numerico,False,73.0,72.0,1.37,0.9452,0.043
SYN-0052,SYN-0090,44.27,0.4482005762511514,presion_operacion_lado_tubo,numerico,False,2.76,1.4317936648033733,48.12,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,superficie_aletada,numerico,False,670.5,3874.0,477.78,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,longitud_tubo,numerico,False,6205.0,10327.0,66.43,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,ancho_haz,numerico,False,2229.0,3825.0,71.6,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,numero_filas_tubos,numerico,False,6.0,9.0,50.0,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,diametro_exterior_tubo,categorico,False,25.4,25.4,,1.0,0.0714
SYN-0052,SYN-0090,44.27,0.4482005762511514,espesor_tubo,categorico,False,2.41,2.41,,1.0,0.0714
SYN-0052,SYN-0090,44.27,0.4482005762511514,separacion_aletas,categorico,False,3.2,2.8,,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,diametro_aleta,categorico,False,55x26_rectangular,57,,0.0,0.0
SYN-0052,SYN-0090,44.27,0.4482005762511514,conexiones_rating,categorico,False,PN25,PN16,,1.0,0.0714
SYN-0052,SYN-0090,44.27,0.4482005762511514,union_tubo_placa,categorico,False,soldada,soldada,,1.0,0.0714
SYN-0052,SYN-0090,44.27,0.4482005762511514,normativa_marcado,categorico,False,PED_2014_68_UE,PED_97_23_CE,,1.0,0.0714
SYN-0052,SYN-0090,44.27,0.4482005762511514,temperatura_entrada_aire,numerico,False,40.0,5.9,85.25,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,tipo_equipo,categorico,True,aerocondensador_vapor,aerocondensador_vapor,,,
SYN-0052,SYN-0053,4.1,0.2431384678765104,fluido_lado_tubo,categorico,True,vapor_de_agua,vapor_de_agua,,,
SYN-0052,SYN-0053,4.1,0.2431384678765104,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0052,SYN-0053,4.1,0.2431384678765104,presion_diseno,numerico,True,3.59,3.49,2.79,0.95,0.0432
SYN-0052,SYN-0053,4.1,0.2431384678765104,temperatura_diseno,numerico,True,136.7,131.1,4.1,0.8361,0.038
SYN-0052,SYN-0053,4.1,0.2431384678765104,material_tubos,categorico,True,G4_inox_austenitico_con_Mo,G4_inox_austenitico_con_Mo,,,
SYN-0052,SYN-0053,4.1,0.2431384678765104,material_aletas,categorico,True,GA1_aluminio,GA1_aluminio,,,
SYN-0052,SYN-0053,4.1,0.2431384678765104,codigo_diseno,categorico,True,AD_Merkblaetter_AD2000,AD_Merkblaetter_AD2000,,,
SYN-0052,SYN-0053,4.1,0.2431384678765104,potencia_termica,numerico,False,3078.7151162790697,215.5,93.0,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,caudal_lado_tubo,numerico,False,12509.0,546.0,95.64,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,temperatura_entrada_lado_tubo,numerico,False,73.0,73.7,0.96,0.9616,0.0437
SYN-0052,SYN-0053,4.1,0.2431384678765104,presion_operacion_lado_tubo,numerico,False,2.76,2.16,21.74,0.2754,0.0125
SYN-0052,SYN-0053,4.1,0.2431384678765104,superficie_aletada,numerico,False,670.5,50.0,92.54,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,longitud_tubo,numerico,False,6205.0,944.0,84.79,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,ancho_haz,numerico,False,2229.0,600.0,73.08,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,numero_filas_tubos,numerico,False,6.0,2.0,66.67,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,diametro_exterior_tubo,categorico,False,25.4,25.4,,1.0,0.0714
SYN-0052,SYN-0053,4.1,0.2431384678765104,espesor_tubo,categorico,False,2.41,2.11,,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,separacion_aletas,categorico,False,3.2,2.3,,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,diametro_aleta,categorico,False,55x26_rectangular,70,,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,conexiones_rating,categorico,False,PN25,PN16,,1.0,0.0714
SYN-0052,SYN-0053,4.1,0.2431384678765104,union_tubo_placa,categorico,False,soldada,soldada,,1.0,0.0714
SYN-0052,SYN-0053,4.1,0.2431384678765104,normativa_marcado,categorico,False,PED_2014_68_UE,articulo_3_3,,0.0,0.0
SYN-0052,SYN-0053,4.1,0.2431384678765104,temperatura_entrada_aire,numerico,False,40.0,15.7,60.75,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,tipo_equipo,categorico,True,aerocondensador_vapor,aerocondensador_vapor,,,
SYN-0052,SYN-0091,47.27,0.20659708312257619,fluido_lado_tubo,categorico,True,vapor_de_agua,vapor_de_agua,,,
SYN-0052,SYN-0091,47.27,0.20659708312257619,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0052,SYN-0091,47.27,0.20659708312257619,presion_diseno,numerico,True,3.59,5.287,47.27,0.1515,0.0069
SYN-0052,SYN-0091,47.27,0.20659708312257619,temperatura_diseno,numerico,True,136.7,108.8,20.41,0.1836,0.0083
SYN-0052,SYN-0091,47.27,0.20659708312257619,material_tubos,categorico,True,G4_inox_austenitico_con_Mo,G4_inox_austenitico_con_Mo,,,
SYN-0052,SYN-0091,47.27,0.20659708312257619,material_aletas,categorico,True,GA1_aluminio,GA1_aluminio,,,
SYN-0052,SYN-0091,47.27,0.20659708312257619,codigo_diseno,categorico,True,AD_Merkblaetter_AD2000,AD_Merkblaetter_AD2000,,,
SYN-0052,SYN-0091,47.27,0.20659708312257619,potencia_termica,numerico,False,3078.7151162790697,264.4,91.41,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,caudal_lado_tubo,numerico,False,12509.0,695.0,94.44,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,temperatura_entrada_lado_tubo,numerico,False,73.0,70.4,3.56,0.8575,0.039
SYN-0052,SYN-0091,47.27,0.20659708312257619,presion_operacion_lado_tubo,numerico,False,2.76,3.6370000000000005,31.78,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,superficie_aletada,numerico,False,670.5,79.5,88.14,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,longitud_tubo,numerico,False,6205.0,1840.0,70.35,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,ancho_haz,numerico,False,2229.0,888.0,60.16,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,numero_filas_tubos,numerico,False,6.0,3.0,50.0,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,diametro_exterior_tubo,categorico,False,25.4,25.4,,1.0,0.0714
SYN-0052,SYN-0091,47.27,0.20659708312257619,espesor_tubo,categorico,False,2.41,2.41,,1.0,0.0714
SYN-0052,SYN-0091,47.27,0.20659708312257619,separacion_aletas,categorico,False,3.2,2.8,,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,diametro_aleta,categorico,False,55x26_rectangular,45,,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,conexiones_rating,categorico,False,PN25,PN16,,1.0,0.0714
SYN-0052,SYN-0091,47.27,0.20659708312257619,union_tubo_placa,categorico,False,soldada,soldada,,1.0,0.0714
SYN-0052,SYN-0091,47.27,0.20659708312257619,normativa_marcado,categorico,False,PED_2014_68_UE,articulo_3_3,,0.0,0.0
SYN-0052,SYN-0091,47.27,0.20659708312257619,temperatura_entrada_aire,numerico,False,40.0,9.6,76.0,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,tipo_equipo,categorico,True,aerocondensador_vapor,aerocondensador_vapor,,,
SYN-0052,SYN-0089,47.35,0.08543040633941162,fluido_lado_tubo,categorico,True,vapor_de_agua,vapor_de_agua,,,
SYN-0052,SYN-0089,47.35,0.08543040633941162,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0052,SYN-0089,47.35,0.08543040633941162,presion_diseno,numerico,True,3.59,5.29,47.35,0.15,0.0068
SYN-0052,SYN-0089,47.35,0.08543040633941162,temperatura_diseno,numerico,True,136.7,108.8,20.41,0.1836,0.0083
SYN-0052,SYN-0089,47.35,0.08543040633941162,material_tubos,categorico,True,G4_inox_austenitico_con_Mo,G4_inox_austenitico_con_Mo,,,
SYN-0052,SYN-0089,47.35,0.08543040633941162,material_aletas,categorico,True,GA1_aluminio,GA1_aluminio,,,
SYN-0052,SYN-0089,47.35,0.08543040633941162,codigo_diseno,categorico,True,AD_Merkblaetter_AD2000,AD_Merkblaetter_AD2000,,,
SYN-0052,SYN-0089,47.35,0.08543040633941162,potencia_termica,numerico,False,3078.7151162790697,31919.6,936.78,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,caudal_lado_tubo,numerico,False,12509.0,150000.0,1099.14,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,temperatura_entrada_lado_tubo,numerico,False,73.0,91.7,25.62,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,presion_operacion_lado_tubo,numerico,False,2.76,3.92,42.03,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,superficie_aletada,numerico,False,670.5,5260.4,684.55,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,longitud_tubo,numerico,False,6205.0,12400.0,99.84,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,ancho_haz,numerico,False,2229.0,4000.0,79.45,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,numero_filas_tubos,numerico,False,6.0,10.0,66.67,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,diametro_exterior_tubo,categorico,False,25.4,25.4,,1.0,0.0714
SYN-0052,SYN-0089,47.35,0.08543040633941162,espesor_tubo,categorico,False,2.41,1.2,,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,separacion_aletas,categorico,False,3.2,3.0,,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,diametro_aleta,categorico,False,55x26_rectangular,57,,0.0,0.0
SYN-0052,SYN-0089,47.35,0.08543040633941162,conexiones_rating,categorico,False,PN25,PN10,,1.0,0.0714
SYN-0052,SYN-0089,47.35,0.08543040633941162,union_tubo_placa,categorico,False,soldada,soldada,,1.0,0.0714
SYN-0052,SYN-0089,47.35,0.08543040633941162,normativa_marcado,categorico,False,PED_2014_68_UE,PED_2014_68_UE,,1.0,0.0714
SYN-0052,SYN-0089,47.35,0.08543040633941162,temperatura_entrada_aire,numerico,False,40.0,10.1,74.75,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,tipo_equipo,categorico,True,aerocondensador_vapor,aerocondensador_vapor,,,
SYN-0052,SYN-0088,47.35,0.0,fluido_lado_tubo,categorico,True,vapor_de_agua,vapor_de_agua,,,
SYN-0052,SYN-0088,47.35,0.0,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0052,SYN-0088,47.35,0.0,presion_diseno,numerico,True,3.59,5.29,47.35,0.15,0.0068
SYN-0052,SYN-0088,47.35,0.0,temperatura_diseno,numerico,True,136.7,108.8,20.41,0.1836,0.0083
SYN-0052,SYN-0088,47.35,0.0,material_tubos,categorico,True,G4_inox_austenitico_con_Mo,G4_inox_austenitico_con_Mo,,,
SYN-0052,SYN-0088,47.35,0.0,material_aletas,categorico,True,GA1_aluminio,GA1_aluminio,,,
SYN-0052,SYN-0088,47.35,0.0,codigo_diseno,categorico,True,AD_Merkblaetter_AD2000,AD_Merkblaetter_AD2000,,,
SYN-0052,SYN-0088,47.35,0.0,potencia_termica,numerico,False,3078.7151162790697,246.2,92.0,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,caudal_lado_tubo,numerico,False,12509.0,592.0,95.27,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,temperatura_entrada_lado_tubo,numerico,False,73.0,66.9,8.36,0.6658,0.0303
SYN-0052,SYN-0088,47.35,0.0,presion_operacion_lado_tubo,numerico,False,2.76,4.07,47.46,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,superficie_aletada,numerico,False,670.5,66.1,90.14,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,longitud_tubo,numerico,False,6205.0,1090.0,82.43,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,ancho_haz,numerico,False,2229.0,739.0,66.85,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,numero_filas_tubos,numerico,False,6.0,2.0,66.67,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,diametro_exterior_tubo,categorico,False,25.4,38.1,,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,espesor_tubo,categorico,False,2.41,1.2,,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,separacion_aletas,categorico,False,3.2,2.8,,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,diametro_aleta,categorico,False,55x26_rectangular,70,,0.0,0.0
SYN-0052,SYN-0088,47.35,0.0,conexiones_rating,categorico,False,PN25,PN25,,1.0,0.0714
SYN-0052,SYN-0088,47.35,0.0,union_tubo_placa,categorico,False,soldada,soldada,,1.0,0.0714
SYN-0052,SYN-0088,47.35,0.0,normativa_marcado,categorico,False,PED_2014_68_UE,PED_2014_68_UE,,1.0,0.0714
SYN-0052,SYN-0088,47.35,0.0,temperatura_entrada_aire,numerico,False,40.0,33.0,17.5,0.3,0.0136
SYN-0041,SYN-0042,2.07,1.0,tipo_equipo,categorico,True,aerorrefrigerante_agua,aerorrefrigerante_agua,,,
SYN-0041,SYN-0042,2.07,1.0,fluido_lado_tubo,categorico,True,agua,agua,,,
SYN-0041,SYN-0042,2.07,1.0,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0041,SYN-0042,2.07,1.0,presion_diseno,numerico,True,2.9,2.84,2.07,0.97,0.0441
SYN-0041,SYN-0042,2.07,1.0,temperatura_diseno,numerico,True,266.6,264.9,0.64,0.9745,0.0443
SYN-0041,SYN-0042,2.07,1.0,material_tubos,categorico,True,G4_inox_austenitico_con_Mo,G4_inox_austenitico_con_Mo,,,
SYN-0041,SYN-0042,2.07,1.0,material_aletas,categorico,True,GA2_acero_galvanizado,GA2_acero_galvanizado,,,
SYN-0041,SYN-0042,2.07,1.0,codigo_diseno,categorico,True,AD_Merkblaetter_AD2000,AD_Merkblaetter_AD2000,,,
SYN-0041,SYN-0042,2.07,1.0,potencia_termica,numerico,False,2691.5,16961.1,530.17,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,caudal_lado_tubo,numerico,False,10337.0,78201.0,656.52,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,temperatura_entrada_lado_tubo,numerico,False,182.0,227.6,25.05,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,presion_operacion_lado_tubo,numerico,False,2.11,1.52,27.96,0.0679,0.0031
SYN-0041,SYN-0042,2.07,1.0,superficie_aletada,numerico,False,620.1,3890.1,527.33,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,longitud_tubo,numerico,False,6390.0,11006.0,72.24,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,ancho_haz,numerico,False,2121.0,3737.0,76.19,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,numero_filas_tubos,numerico,False,6.0,9.0,50.0,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,diametro_exterior_tubo,categorico,False,38.1,38.1,,1.0,0.0714
SYN-0041,SYN-0042,2.07,1.0,espesor_tubo,categorico,False,1.2,1.2,,1.0,0.0714
SYN-0041,SYN-0042,2.07,1.0,separacion_aletas,categorico,False,2.8,2.8,,1.0,0.0714
SYN-0041,SYN-0042,2.07,1.0,diametro_aleta,categorico,False,45,57,,0.0,0.0
SYN-0041,SYN-0042,2.07,1.0,conexiones_rating,categorico,False,PN10,PN10,,1.0,0.0714
SYN-0041,SYN-0042,2.07,1.0,union_tubo_placa,categorico,False,soldada,soldada,,1.0,0.0714
SYN-0041,SYN-0042,2.07,1.0,normativa_marcado,categorico,False,PED_2014_68_UE,PED_97_23_CE,,1.0,0.0714
SYN-0041,SYN-0042,2.07,1.0,temperatura_entrada_aire,numerico,False,15.5,8.3,46.45,0.28,0.0127
SYN-0041,SYN-0044,4.65,0.8878707864588327,tipo_equipo,categorico,True,aerorrefrigerante_agua,aerorrefrigerante_agua,,,
SYN-0041,SYN-0044,4.65,0.8878707864588327,fluido_lado_tubo,categorico,True,agua,agua,,,
SYN-0041,SYN-0044,4.65,0.8878707864588327,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0041,SYN-0044,4.65,0.8878707864588327,presion_diseno,numerico,True,2.9,2.8047464940668823,3.28,0.9524,0.0433
SYN-0041,SYN-0044,4.65,0.8878707864588327,temperatura_diseno,numerico,True,266.6,279.0,4.65,0.814,0.037
SYN-0041,SYN-0044,4.65,0.8878707864588327,material_tubos,categorico,True,G4_inox_austenitico_con_Mo,G4_inox_austenitico_con_Mo,,,
SYN-0041,SYN-0044,4.65,0.8878707864588327,material_aletas,categorico,True,GA2_acero_galvanizado,GA2_acero_galvanizado,,,
SYN-0041,SYN-0044,4.65,0.8878707864588327,codigo_diseno,categorico,True,AD_Merkblaetter_AD2000,AD_Merkblaetter_AD2000,,,
SYN-0041,SYN-0044,4.65,0.8878707864588327,potencia_termica,numerico,False,2691.5,459.4,82.93,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,caudal_lado_tubo,numerico,False,10337.0,1149.0,88.88,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,temperatura_entrada_lado_tubo,numerico,False,182.0,141.2,22.42,0.1033,0.0047
SYN-0041,SYN-0044,4.65,0.8878707864588327,presion_operacion_lado_tubo,numerico,False,2.11,2.010395214278709,4.72,0.8426,0.0383
SYN-0041,SYN-0044,4.65,0.8878707864588327,superficie_aletada,numerico,False,620.1,105.0,83.07,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,longitud_tubo,numerico,False,6390.0,3031.0,52.57,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,ancho_haz,numerico,False,2121.0,1203.0,43.28,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,numero_filas_tubos,numerico,False,6.0,3.0,50.0,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,diametro_exterior_tubo,categorico,False,38.1,25.4,,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,espesor_tubo,categorico,False,1.2,3.05_BWG10,,0.0,0.0
SYN-0041,SYN-0044,4.65,0.8878707864588327,separacion_aletas,categorico,False,2.8,2.8,,1.0,0.0714
SYN-0041,SYN-0044,4.65,0.8878707864588327,diametro_aleta,categorico,False,45,45,,1.0,0.0714
SYN-0041,SYN-0044,4.65,0.8878707864588327,conexiones_rating,categorico,False,PN10,PN16,,1.0,0.0714
SYN-0041,SYN-0044,4.65,0.8878707864588327,union_tubo_placa,categorico,False,soldada,soldada,,1.0,0.0714
SYN-0041,SYN-0044,4.65,0.8878707864588327,normativa_marcado,categorico,False,PED_2014_68_UE,PED_97_23_CE,,1.0,0.0714
SYN-0041,SYN-0044,4.65,0.8878707864588327,temperatura_entrada_aire,numerico,False,15.5,8.4,45.81,0.29,0.0132
SYN-0041,SYN-0046,5.52,0.8375713792262721,tipo_equipo,categorico,True,aerorrefrigerante_agua,aerorrefrigerante_agua,,,
SYN-0041,SYN-0046,5.52,0.8375713792262721,fluido_lado_tubo,categorico,True,agua,agua,,,
SYN-0041,SYN-0046,5.52,0.8375713792262721,fluido_lado_exterior,categorico,True,aire,aire,,,
SYN-0041,SYN-0046,5.52,0.8375713792262721,presion_diseno,numerico,True,2.9,3.06,5.52,0.92,0.046
SYN-0041,SYN-0046,5.52,0.8375713792262721,temperatura_diseno,numerico,True,266.6,265.1,0.56,0.9775,0.0489
